0.580,0.440,0.570,0.130,0.500,0.000,0.540,0.220,0
0.480,0.450,0.590,0.200,0.500,0.000,0.580,0.340,0
0.430,0.390,0.540,0.210,0.500,0.000,0.530,0.270,0
0.420,0.370,0.590,0.200,0.500,0.000,0.520,0.290,0
0.580,0.470,0.540,0.110,0.500,0.000,0.510,0.260,0
0.500,0.340,0.550,0.210,0.500,0.000,0.490,0.220,0
0.610,0.600,0.550,0.210,0.500,0.000,0.500,0.250,0
0.530,0.540,0.430,0.100,0.500,0.000,0.570,0.320,0
0.330,0.550,0.510,0.430,0.500,0.000,0.510,0.220,0
0.530,0.310,0.580,0.390,0.500,0.000,0.470,0.370,0
0.450,0.460,0.550,0.430,0.500,0.000,0.550,0.380,0
0.370,0.320,0.470,0.180,0.500,0.000,0.450,0.250,0
0.480,0.430,0.510,0.320,0.500,0.000,0.520,0.430,0
0.410,0.460,0.590,0.190,0.500,0.000,0.580,0.270,0
0.500,0.520,0.590,0.300,0.500,0.000,0.510,0.350,0
0.330,0.430,0.640,0.160,0.500,0.000,0.520,0.520,0
0.440,0.520,0.410,0.230,0.500,0.000,0.510,0.220,0
0.300,0.320,0.570,0.190,0.500,0.000,0.480,0.550,0
0.450,0.510,0.500,0.160,0.500,0.000,0.520,1.000,0
0.400,0.380,0.530,0.160,0.500,0.000,0.520,0.270,0
0.530,0.510,0.550,0.050,0.500,0.000,0.450,0.250,0
0.620,0.510,0.520,0.420,0.500,0.000,0.540,0.270,0
0.350,0.580,0.540,0.160,0.500,0.000,0.510,0.220,0
0.480,0.540,0.500,0.170,0.500,0.000,0.530,0.220,0
0.470,0.320,0.640,0.300,0.500,0.000,0.630,0.220,0
0.580,0.480,0.510,0.470,0.500,0.000,0.550,0.220,0
0.640,0.600,0.570,0.190,0.500,0.000,0.430,0.220,0
0.280,0.370,0.610,0.090,0.500,0.000,0.520,0.550,0
0.260,0.360,0.470,0.340,0.500,0.000,0.530,0.720,0
0.360,0.680,0.460,0.160,0.500,0.000,0.530,0.280,0
0.420,0.310,0.500,0.150,0.500,0.000,0.530,0.220,0
0.670,0.710,0.520,0.650,0.500,0.000,0.530,0.360,0
0.490,0.470,0.530,0.160,0.500,0.000,0.480,0.270,0
0.420,0.510,0.500,0.120,0.500,0.000,0.520,0.460,0
0.570,0.510,0.530,0.180,0.500,0.000,0.560,0.250,0
0.310,0.440,0.530,0.230,0.500,0.000,0.510,0.320,0
0.310,0.310,0.560,0.330,0.500,0.000,0.520,0.330,0
0.490,0.310,0.490,0.350,0.500,0.000,0.510,0.290,0
0.580,0.560,0.450,0.120,0.500,0.000,0.510,0.220,0
0.530,0.380,0.660,0.250,0.500,0.000,0.430,0.220,0
0.340,0.360,0.540,0.110,0.500,0.000,0.360,0.210,0
0.410,0.450,0.530,0.170,0.500,0.000,0.510,0.250,0
0.310,0.460,0.540,0.520,0.500,0.000,0.500,0.340,0
0.590,0.580,0.560,0.210,0.500,0.000,0.540,0.330,0
0.390,0.280,0.460,0.120,0.500,0.000,0.410,0.220,0
0.270,0.360,0.600,0.330,0.500,0.000,0.370,0.310,0
0.350,0.400,0.590,0.220,0.500,0.000,0.470,0.370,0
0.420,0.320,0.500,0.210,0.500,0.000,0.510,0.220,0
0.230,0.200,0.530,0.200,0.500,0.000,0.440,0.220,0
0.550,0.540,0.560,0.220,0.500,0.000,0.500,0.370,0
0.360,0.240,0.490,0.160,0.500,0.000,0.510,0.220,0
0.600,0.560,0.470,0.200,0.500,0.000,0.500,0.380,0
0.410,0.240,0.540,0.260,0.500,0.000,0.410,0.220,0
