49.000,29.000,48.000,5.000,56.000,24.000,35.000,0
7.000,4.000,48.000,5.000,54.000,35.000,44.000,0
56.000,4.000,48.000,5.000,49.000,37.000,46.000,0
59.000,49.000,48.000,5.000,52.000,45.000,36.000,0
23.000,32.000,48.000,5.000,55.000,25.000,35.000,0
67.000,39.000,48.000,5.000,36.000,38.000,46.000,0
29.000,28.000,48.000,5.000,44.000,23.000,34.000,0
21.000,34.000,48.000,5.000,51.000,28.000,39.000,0
2.000,44.000,48.000,5.000,46.000,51.000,57.000,0
42.000,4.000,48.000,5.000,56.000,18.000,3.000,0
42.000,24.000,48.000,5.000,57.000,27.000,37.000,0
25.000,48.000,48.000,5.000,44.000,17.000,29.000,0
39.000,32.000,48.000,5.000,46.000,24.000,35.000,0
51.000,5.000,48.000,5.000,46.000,32.000,35.000,0
22.000,43.000,48.000,5.000,48.000,16.000,28.000,0
25.000,4.000,48.000,5.000,46.000,44.000,52.000,0
34.000,45.000,48.000,5.000,38.000,24.000,35.000,0
44.000,27.000,48.000,5.000,55.000,52.000,58.000,0
23.000,4.000,48.000,5.000,39.000,28.000,38.000,0
41.000,57.000,48.000,5.000,39.000,21.000,32.000,0
4.000,45.000,48.000,5.000,38.000,22.000,0.000,0
31.000,23.000,48.000,5.000,73.000,5.000,14.000,0
51.000,54.000,48.000,5.000,41.000,34.000,43.000,0
3.000,16.000,48.000,5.000,56.000,11.000,23.000,0
36.000,39.000,48.000,5.000,48.000,22.000,23.000,0
29.000,37.000,48.000,5.000,48.000,44.000,52.000,0
25.000,4.000,48.000,5.000,47.000,33.000,42.000,0
21.000,51.000,48.000,5.000,5.000,32.000,41.000,0
43.000,37.000,48.000,5.000,53.000,35.000,44.000,0
43.000,39.000,48.000,5.000,47.000,31.000,41.000,0
53.000,38.000,48.000,5.000,44.000,26.000,36.000,0
34.000,33.000,48.000,5.000,38.000,35.000,44.000,0
56.000,51.000,48.000,5.000,34.000,37.000,46.000,0
4.000,29.000,48.000,5.000,42.000,35.000,44.000,0
24.000,35.000,48.000,5.000,31.000,19.000,31.000,0
36.000,54.000,48.000,5.000,41.000,38.000,46.000,0
29.000,52.000,48.000,5.000,42.000,29.000,39.000,0
65.000,47.000,48.000,5.000,59.000,3.000,4.000,0
32.000,42.000,48.000,5.000,35.000,28.000,38.000,0
38.000,46.000,48.000,5.000,48.000,22.000,29.000,0
33.000,45.000,48.000,5.000,52.000,32.000,41.000,0
3.000,37.000,48.000,5.000,59.000,41.000,49.000,0
4.000,5.000,48.000,5.000,45.000,39.000,47.000,0
28.000,38.000,48.000,5.000,5.000,33.000,42.000,0
61.000,45.000,48.000,5.000,48.000,35.000,41.000,0
17.000,38.000,48.000,5.000,45.000,42.000,5.000,0
44.000,35.000,48.000,5.000,55.000,55.000,61.000,0
43.000,4.000,48.000,5.000,39.000,28.000,39.000,0
42.000,35.000,48.000,5.000,58.000,15.000,27.000,0
23.000,33.000,48.000,5.000,43.000,33.000,43.000,0
37.000,52.000,48.000,5.000,42.000,42.000,36.000,0
29.000,3.000,48.000,5.000,45.000,3.000,17.000,0
22.000,36.000,48.000,5.000,35.000,39.000,47.000,0
23.000,58.000,48.000,5.000,37.000,53.000,59.000,0
47.000,47.000,48.000,5.000,22.000,16.000,26.000,0
54.000,47.000,48.000,5.000,28.000,33.000,42.000,0
51.000,37.000,48.000,5.000,35.000,36.000,45.000,0
4.000,35.000,48.000,5.000,45.000,33.000,42.000,0
44.000,34.000,48.000,5.000,3.000,33.000,43.000,0
42.000,38.000,48.000,5.000,54.000,34.000,43.000,0
44.000,56.000,48.000,5.000,5.000,46.000,54.000,0
52.000,36.000,48.000,5.000,41.000,28.000,38.000,0
36.000,41.000,48.000,5.000,48.000,47.000,54.000,0
18.000,3.000,48.000,5.000,46.000,24.000,35.000,0
47.000,29.000,48.000,5.000,51.000,33.000,43.000,0
24.000,43.000,48.000,5.000,54.000,52.000,59.000,0
25.000,37.000,48.000,5.000,41.000,33.000,42.000,0
52.000,57.000,48.000,5.000,42.000,47.000,54.000,0
25.000,37.000,48.000,5.000,43.000,26.000,36.000,0
35.000,48.000,48.000,5.000,56.000,4.000,48.000,0
26.000,26.000,48.000,5.000,34.000,25.000,35.000,0
44.000,51.000,48.000,5.000,47.000,26.000,36.000,0
37.000,5.000,48.000,5.000,42.000,36.000,45.000,0
44.000,42.000,48.000,5.000,42.000,25.000,2.000,0
24.000,43.000,48.000,5.000,37.000,28.000,38.000,0
42.000,3.000,48.000,5.000,48.000,26.000,36.000,0
48.000,42.000,48.000,5.000,45.000,25.000,35.000,0
41.000,48.000,48.000,5.000,51.000,44.000,51.000,0
44.000,28.000,48.000,5.000,43.000,27.000,37.000,0
29.000,41.000,48.000,5.000,48.000,38.000,46.000,0
34.000,28.000,48.000,5.000,41.000,35.000,44.000,0
41.000,43.000,48.000,5.000,45.000,31.000,41.000,0
29.000,47.000,48.000,5.000,41.000,23.000,34.000,0
34.000,55.000,48.000,5.000,58.000,31.000,41.000,0
36.000,56.000,48.000,5.000,43.000,45.000,53.000,0
4.000,46.000,48.000,5.000,52.000,49.000,56.000,0
5.000,49.000,48.000,5.000,49.000,46.000,53.000,0
52.000,44.000,48.000,5.000,37.000,36.000,42.000,0
5.000,51.000,48.000,5.000,27.000,23.000,34.000,0
53.000,42.000,48.000,5.000,16.000,29.000,39.000,0
34.000,46.000,48.000,5.000,52.000,35.000,44.000,0
4.000,42.000,48.000,5.000,37.000,27.000,27.000,0
41.000,43.000,48.000,5.000,5.000,24.000,25.000,0
3.000,45.000,48.000,5.000,36.000,21.000,32.000,0
31.000,47.000,48.000,5.000,29.000,28.000,39.000,0
64.000,76.000,48.000,5.000,45.000,35.000,38.000,0
35.000,37.000,48.000,5.000,3.000,34.000,43.000,0
57.000,54.000,48.000,5.000,37.000,28.000,33.000,0
65.000,55.000,48.000,5.000,34.000,37.000,28.000,0
51.000,46.000,48.000,5.000,58.000,31.000,41.000,0
38.000,4.000,48.000,5.000,63.000,25.000,35.000,0
24.000,57.000,48.000,5.000,63.000,34.000,43.000,0
38.000,26.000,48.000,5.000,54.000,16.000,28.000,0
33.000,47.000,48.000,5.000,53.000,18.000,29.000,0
24.000,34.000,48.000,5.000,38.000,3.000,4.000,0
